,net
5939,"(2, 0, 2, 3, 4, 4)"
5940,"(2, 2, 0, 1, 3, 4)"
5941,"(0, 2, 1, 3, 4, 2)"
5942,"(2, 0, 0, 3, 2, 3)"
5944,"(3, 0, 1, 4, 1, 2)"
5945,"(4, 2, 4, 4, 0, 3)"
5947,"(2, 2, 1, 2, 0, 3)"
5949,"(4, 3, 2, 1, 2, 3)"
5951,"(0, 2, 4, 3, 0, 2)"
5952,"(2, 3, 0, 2, 3, 0)"
5955,"(4, 1, 3, 4, 2, 4)"
5958,"(3, 3, 3, 0, 4, 0)"
5959,"(3, 0, 2, 4, 2, 2)"
5961,"(2, 3, 1, 3, 3, 4)"
5962,"(3, 2, 2, 2, 0, 2)"
5964,"(4, 3, 2, 4, 2, 0)"
5967,"(4, 4, 0, 1, 4, 0)"
5970,"(2, 3, 1, 2, 4, 0)"
5973,"(4, 0, 2, 3, 0, 0)"
5974,"(3, 3, 4, 1, 4, 4)"
5975,"(2, 1, 2, 2, 0, 4)"
5976,"(0, 2, 0, 3, 4, 3)"
5977,"(4, 4, 1, 0, 1, 3)"
5979,"(4, 4, 4, 4, 0, 2)"
5981,"(3, 0, 4, 0, 2, 4)"
5988,"(0, 4, 1, 4, 3, 2)"
5990,"(4, 3, 4, 3, 0, 3)"
5991,"(4, 1, 0, 0, 4, 3)"
5992,"(3, 2, 3, 0, 2, 4)"
5993,"(2, 2, 0, 3, 0, 3)"
5994,"(1, 3, 1, 1, 1, 3)"
5996,"(4, 1, 2, 3, 3, 2)"
5999,"(0, 1, 1, 3, 1, 2)"
6001,"(2, 1, 4, 4, 2, 0)"
6007,"(2, 3, 2, 4, 2, 0)"
6011,"(4, 0, 3, 3, 3, 3)"
6012,"(0, 3, 0, 3, 0, 2)"
6018,"(3, 4, 2, 0, 2, 4)"
6019,"(2, 2, 2, 2, 3, 4)"
6021,"(2, 3, 3, 4, 3, 0)"
6022,"(3, 3, 0, 3, 2, 0)"
6023,"(4, 0, 2, 2, 4, 3)"
6035,"(2, 4, 1, 2, 4, 4)"
6040,"(3, 3, 1, 1, 3, 4)"
6048,"(4, 1, 1, 1, 3, 1)"
6051,"(4, 4, 2, 4, 3, 3)"
6052,"(3, 4, 4, 2, 1, 0)"
6055,"(3, 4, 4, 2, 0, 4)"
6058,"(3, 2, 4, 1, 2, 4)"
6059,"(3, 2, 2, 2, 3, 3)"
6060,"(3, 2, 0, 2, 1, 2)"
6061,"(2, 0, 0, 2, 2, 2)"
6065,"(2, 2, 4, 4, 2, 4)"
6067,"(2, 0, 1, 3, 3, 4)"
6068,"(4, 3, 1, 3, 0, 3)"
6072,"(2, 2, 1, 0, 4, 3)"
6076,"(2, 3, 1, 2, 3, 3)"
6081,"(4, 1, 4, 0, 3, 2)"
6084,"(2, 2, 2, 0, 2, 0)"
6085,"(4, 2, 3, 2, 3, 3)"
6086,"(4, 4, 2, 0, 1, 2)"
6090,"(0, 2, 3, 1, 3, 4)"
6091,"(4, 4, 0, 4, 2, 4)"
6092,"(2, 0, 2, 4, 0, 2)"
6093,"(3, 3, 3, 3, 3, 4)"
6094,"(4, 0, 1, 3, 4, 3)"
6095,"(4, 4, 4, 2, 4, 2)"
6097,"(3, 0, 0, 3, 3, 3)"
6099,"(3, 3, 3, 2, 4, 0)"
6103,"(2, 0, 3, 1, 3, 3)"
6104,"(2, 4, 0, 0, 2, 4)"
6107,"(4, 1, 4, 3, 3, 3)"
6108,"(3, 0, 4, 2, 1, 4)"
6109,"(3, 3, 4, 3, 4, 4)"
6110,"(4, 4, 2, 3, 1, 3)"
6112,"(3, 0, 4, 1, 2, 0)"
6116,"(2, 2, 2, 1, 3, 3)"
6117,"(2, 2, 0, 2, 4, 2)"
6118,"(3, 0, 1, 1, 2, 2)"
6119,"(3, 4, 1, 2, 0, 4)"
6122,"(2, 0, 1, 2, 1, 4)"
6123,"(4, 1, 0, 2, 4, 3)"
6124,"(0, 0, 2, 4, 2, 2)"
6127,"(2, 2, 3, 2, 0, 2)"
6128,"(0, 3, 3, 0, 3, 4)"
6132,"(2, 3, 4, 4, 0, 0)"
6134,"(3, 4, 2, 2, 2, 0)"
6136,"(2, 2, 0, 2, 0, 4)"
6141,"(3, 3, 2, 1, 3, 3)"
6147,"(2, 2, 2, 4, 3, 4)"
6149,"(2, 4, 2, 2, 1, 4)"
6150,"(3, 0, 1, 4, 2, 3)"
6151,"(3, 2, 1, 2, 0, 3)"
6154,"(2, 2, 1, 2, 1, 4)"
6155,"(4, 0, 2, 4, 4, 3)"
6156,"(4, 2, 0, 2, 3, 3)"
6158,"(2, 1, 3, 4, 2, 2)"
6159,"(3, 2, 3, 2, 3, 2)"
6161,"(2, 3, 2, 0, 3, 3)"
6162,"(4, 2, 1, 3, 0, 2)"
6166,"(2, 2, 4, 3, 2, 3)"
6167,"(3, 0, 2, 3, 0, 4)"
6168,"(3, 3, 2, 4, 3, 4)"
6171,"(1, 3, 3, 1, 1, 2)"
6173,"(3, 0, 1, 0, 4, 0)"
6176,"(4, 4, 0, 0, 2, 2)"
6178,"(4, 0, 0, 4, 2, 0)"
6179,"(4, 4, 1, 0, 2, 4)"
6181,"(3, 4, 4, 4, 1, 0)"
6187,"(2, 1, 1, 3, 4, 0)"
6189,"(4, 2, 2, 4, 1, 3)"
6190,"(2, 0, 3, 3, 1, 4)"
6191,"(4, 1, 2, 3, 4, 3)"
6193,"(4, 3, 0, 1, 3, 3)"
6196,"(2, 4, 1, 0, 1, 3)"
6199,"(4, 4, 0, 3, 2, 3)"
6202,"(4, 0, 1, 2, 4, 2)"
6204,"(2, 4, 4, 4, 1, 2)"
6206,"(4, 2, 0, 1, 0, 3)"
6207,"(4, 1, 3, 2, 2, 4)"
6209,"(4, 1, 4, 2, 3, 2)"
6211,"(4, 2, 2, 0, 3, 0)"
6214,"(3, 3, 4, 2, 4, 3)"
6217,"(4, 4, 2, 2, 1, 2)"
6221,"(2, 4, 1, 3, 1, 4)"
6224,"(3, 3, 3, 4, 3, 0)"
6229,"(4, 2, 3, 0, 4, 0)"
6231,"(4, 4, 3, 2, 2, 2)"
6234,"(2, 4, 0, 2, 2, 4)"
6235,"(3, 2, 1, 2, 3, 4)"
6236,"(3, 3, 2, 2, 2, 0)"
6237,"(3, 0, 4, 4, 2, 0)"
6239,"(0, 2, 4, 3, 4, 4)"
6240,"(1, 1, 2, 1, 1, 1)"
6241,"(4, 2, 4, 2, 2, 2)"
6242,"(3, 2, 1, 1, 4, 0)"
6243,"(3, 0, 4, 4, 1, 4)"
6247,"(0, 3, 4, 0, 0, 2)"
6249,"(4, 3, 1, 2, 2, 3)"
6255,"(3, 2, 2, 2, 4, 4)"
6256,"(3, 4, 0, 0, 3, 4)"
6258,"(2, 2, 3, 4, 3, 3)"
6259,"(2, 2, 2, 3, 3, 3)"
6261,"(3, 0, 1, 3, 2, 2)"
6265,"(3, 3, 0, 4, 4, 4)"
6268,"(4, 0, 2, 3, 4, 2)"
6271,"(2, 0, 0, 3, 1, 4)"
6272,"(4, 4, 4, 4, 4, 4)"
6273,"(2, 3, 0, 4, 4, 4)"
6274,"(3, 1, 3, 3, 0, 4)"
6276,"(3, 4, 2, 4, 2, 0)"
6282,"(0, 0, 4, 1, 2, 0)"
6286,"(3, 1, 4, 3, 2, 0)"
6287,"(0, 1, 1, 1, 2, 1)"
6289,"(4, 2, 0, 4, 2, 3)"
6291,"(3, 2, 1, 4, 0, 3)"
6298,"(4, 2, 4, 1, 4, 0)"
6299,"(3, 1, 0, 2, 2, 0)"
6300,"(4, 3, 0, 0, 2, 2)"
6303,"(2, 0, 3, 2, 1, 3)"
6305,"(4, 2, 0, 0, 4, 0)"
6306,"(3, 4, 1, 1, 2, 4)"
6308,"(4, 4, 0, 2, 2, 2)"
6310,"(2, 2, 2, 2, 0, 3)"
6313,"(3, 2, 3, 3, 0, 0)"
6314,"(4, 2, 1, 1, 4, 4)"
6321,"(4, 0, 3, 3, 2, 4)"
6323,"(3, 3, 0, 2, 3, 0)"
6325,"(2, 3, 4, 1, 3, 2)"
6326,"(3, 3, 3, 4, 2, 3)"
6329,"(4, 0, 3, 2, 3, 0)"
6330,"(2, 4, 1, 2, 1, 3)"
6332,"(4, 2, 3, 0, 3, 3)"
6336,"(3, 1, 2, 4, 1, 0)"
6339,"(4, 4, 2, 4, 0, 2)"
6340,"(4, 2, 0, 3, 0, 3)"
6344,"(3, 0, 2, 2, 2, 4)"
6345,"(4, 2, 2, 2, 3, 0)"
6346,"(0, 3, 1, 2, 4, 4)"
6347,"(4, 3, 1, 1, 2, 2)"
6348,"(2, 3, 4, 4, 3, 3)"
6353,"(4, 2, 3, 3, 3, 4)"
6354,"(2, 2, 3, 3, 3, 2)"
6359,"(2, 3, 0, 3, 3, 3)"
6360,"(2, 2, 1, 0, 1, 2)"
6362,"(3, 2, 1, 4, 3, 4)"
6363,"(4, 4, 4, 3, 4, 3)"
6364,"(2, 3, 1, 4, 0, 2)"
6366,"(3, 2, 2, 4, 4, 0)"
6373,"(2, 4, 2, 3, 0, 3)"
6377,"(4, 3, 0, 2, 0, 3)"
6378,"(2, 3, 2, 2, 2, 2)"
6383,"(0, 2, 3, 1, 0, 3)"
6384,"(4, 0, 4, 3, 3, 0)"
6392,"(3, 0, 4, 0, 3, 3)"
6395,"(2, 0, 3, 1, 0, 2)"
6396,"(2, 3, 3, 2, 3, 2)"
6403,"(3, 4, 1, 0, 2, 3)"
6405,"(4, 0, 1, 3, 3, 4)"
6409,"(4, 2, 4, 3, 3, 0)"
6412,"(2, 2, 2, 1, 0, 2)"
6413,"(4, 2, 1, 0, 4, 3)"
6415,"(3, 1, 0, 4, 2, 0)"
6416,"(4, 1, 4, 3, 2, 4)"
6417,"(4, 3, 4, 0, 2, 3)"
6419,"(2, 2, 0, 0, 2, 3)"
6420,"(2, 0, 3, 4, 0, 3)"
6421,"(0, 3, 3, 0, 0, 3)"
6423,"(2, 1, 0, 4, 3, 3)"
6425,"(4, 4, 1, 4, 2, 0)"
6428,"(4, 2, 0, 2, 4, 0)"
6429,"(2, 1, 0, 2, 0, 4)"
6430,"(3, 4, 1, 3, 2, 4)"
6432,"(0, 4, 0, 0, 1, 4)"
6439,"(3, 3, 2, 3, 1, 2)"
6442,"(4, 2, 0, 2, 0, 2)"
6443,"(3, 0, 2, 1, 2, 3)"
6448,"(2, 3, 4, 3, 3, 2)"
6450,"(2, 3, 0, 4, 2, 0)"
6452,"(3, 0, 1, 4, 1, 4)"
6454,"(4, 3, 0, 2, 3, 4)"
6456,"(2, 3, 0, 2, 3, 2)"
6460,"(3, 0, 0, 1, 0, 0)"
6462,"(4, 0, 1, 1, 2, 0)"
6463,"(3, 0, 2, 4, 2, 4)"
6465,"(3, 2, 2, 2, 0, 4)"
6468,"(4, 3, 4, 4, 4, 3)"
6472,"(2, 3, 1, 2, 4, 2)"
6480,"(2, 2, 0, 3, 4, 3)"
6494,"(3, 3, 3, 3, 4, 3)"
6496,"(4, 1, 2, 3, 3, 4)"
6497,"(4, 3, 2, 0, 3, 3)"
6499,"(2, 2, 4, 0, 1, 2)"
6501,"(0, 3, 1, 0, 1, 3)"
6502,"(3, 3, 1, 0, 2, 3)"
6503,"(2, 1, 4, 4, 2, 2)"
6504,"(0, 4, 4, 0, 3, 2)"
6506,"(4, 2, 4, 3, 2, 3)"
6508,"(2, 3, 2, 4, 2, 2)"
6510,"(3, 0, 2, 0, 0, 3)"
6513,"(4, 1, 1, 0, 2, 0)"
6514,"(4, 0, 3, 3, 0, 0)"
6516,"(2, 1, 1, 4, 2, 2)"
6517,"(4, 3, 3, 4, 3, 0)"
6519,"(0, 3, 0, 3, 0, 4)"
6528,"(4, 0, 2, 2, 1, 0)"
6529,"(2, 3, 3, 4, 3, 2)"
6531,"(3, 3, 0, 3, 2, 2)"
6544,"(2, 2, 0, 2, 1, 3)"
6547,"(4, 4, 3, 2, 1, 3)"
6549,"(1, 4, 1, 1, 1, 4)"
6550,"(3, 3, 2, 1, 4, 2)"
6552,"(2, 0, 1, 3, 1, 4)"
6561,"(3, 3, 1, 4, 3, 3)"
6564,"(3, 2, 0, 2, 1, 4)"
6565,"(2, 0, 0, 2, 2, 4)"
6573,"(4, 0, 4, 4, 0, 0)"
6576,"(2, 1, 0, 3, 3, 2)"
6578,"(2, 4, 4, 3, 4, 3)"
6580,"(2, 3, 3, 3, 0, 2)"
6582,"(4, 3, 0, 4, 3, 0)"
6585,"(4, 2, 3, 2, 0, 0)"
6587,"(4, 1, 4, 0, 3, 4)"
6589,"(2, 2, 4, 0, 4, 3)"
6590,"(2, 2, 2, 0, 2, 2)"
6598,"(2, 0, 2, 4, 0, 4)"
6599,"(3, 0, 0, 3, 0, 0)"
6600,"(4, 4, 4, 2, 4, 4)"
6601,"(3, 4, 4, 1, 3, 0)"
6605,"(3, 3, 3, 2, 4, 2)"
6608,"(2, 0, 0, 1, 4, 2)"
6617,"(3, 0, 4, 1, 2, 2)"
6618,"(3, 3, 1, 3, 1, 3)"
6623,"(2, 2, 0, 2, 4, 4)"
6624,"(3, 0, 1, 1, 2, 4)"
6629,"(2, 2, 3, 2, 0, 4)"
6630,"(2, 3, 0, 3, 4, 0)"
6631,"(3, 3, 2, 3, 2, 3)"
6634,"(2, 3, 4, 4, 0, 2)"
6635,"(3, 2, 1, 2, 4, 3)"
6638,"(3, 4, 2, 2, 2, 2)"
6646,"(2, 3, 0, 3, 0, 2)"
6648,"(1, 4, 2, 1, 1, 3)"
6651,"(4, 0, 2, 4, 1, 0)"
6654,"(2, 4, 3, 4, 2, 0)"
6657,"(0, 4, 2, 4, 3, 3)"
6658,"(2, 1, 3, 4, 2, 4)"
6660,"(2, 3, 1, 3, 1, 2)"
6663,"(2, 1, 3, 3, 3, 0)"
6667,"(2, 2, 0, 4, 1, 3)"
6669,"(1, 3, 3, 1, 1, 4)"
6670,"(4, 0, 4, 2, 3, 0)"
6671,"(3, 0, 1, 0, 4, 2)"
6672,"(2, 0, 1, 0, 3, 0)"
6674,"(4, 0, 0, 4, 2, 2)"
6678,"(2, 0, 0, 4, 1, 4)"
6679,"(3, 4, 4, 4, 1, 2)"
6681,"(3, 4, 2, 1, 4, 0)"
6682,"(0, 2, 3, 2, 2, 3)"
6684,"(2, 1, 1, 3, 4, 2)"
6687,"(3, 3, 0, 0, 3, 2)"
6690,"(4, 2, 0, 1, 4, 3)"
6695,"(4, 0, 1, 2, 4, 4)"
6697,"(0, 2, 4, 1, 0, 4)"
6702,"(2, 2, 4, 2, 3, 3)"
6703,"(3, 3, 4, 2, 1, 0)"
6704,"(4, 1, 4, 2, 3, 4)"
6706,"(4, 2, 2, 0, 3, 2)"
6709,"(4, 4, 2, 2, 1, 4)"
6711,"(3, 3, 0, 3, 3, 3)"
6712,"(3, 3, 3, 4, 3, 2)"
6717,"(3, 4, 4, 3, 3, 0)"
6718,"(4, 2, 3, 0, 4, 2)"
6719,"(2, 0, 2, 1, 3, 0)"
6720,"(4, 1, 1, 2, 0, 3)"
6722,"(0, 2, 2, 0, 2, 2)"
6723,"(3, 4, 3, 2, 3, 0)"
6724,"(4, 4, 3, 2, 2, 4)"
6727,"(3, 3, 2, 2, 2, 2)"
6729,"(4, 2, 4, 2, 2, 4)"
6730,"(4, 2, 2, 3, 3, 3)"
6731,"(3, 2, 1, 1, 4, 2)"
6736,"(2, 2, 3, 4, 0, 0)"
6739,"(3, 0, 1, 3, 2, 4)"
6741,"(0, 2, 0, 2, 2, 3)"
6744,"(4, 0, 2, 3, 4, 4)"
6751,"(3, 4, 2, 4, 2, 2)"
6752,"(3, 2, 1, 4, 4, 3)"
6753,"(4, 0, 4, 2, 2, 3)"
6755,"(4, 1, 0, 3, 0, 3)"
6757,"(2, 2, 1, 4, 1, 2)"
6761,"(2, 2, 0, 3, 1, 2)"
6762,"(3, 1, 4, 3, 2, 2)"
6764,"(3, 0, 4, 3, 3, 0)"
6773,"(0, 4, 1, 4, 0, 3)"
6774,"(4, 1, 2, 2, 4, 0)"
6778,"(4, 2, 4, 1, 4, 2)"
6780,"(4, 3, 0, 0, 2, 4)"
6783,"(3, 2, 3, 3, 4, 0)"
6785,"(2, 1, 0, 1, 4, 1)"
6786,"(4, 2, 0, 0, 4, 2)"
6788,"(3, 0, 1, 2, 4, 2)"
6789,"(4, 4, 0, 2, 2, 4)"
6790,"(0, 4, 2, 2, 4, 0)"
6791,"(2, 4, 4, 3, 0, 3)"
6793,"(3, 4, 2, 3, 3, 0)"
6798,"(0, 0, 0, 3, 2, 3)"
6799,"(2, 2, 4, 1, 3, 2)"
6802,"(2, 1, 2, 0, 3, 0)"
6804,"(4, 0, 2, 1, 2, 0)"
6807,"(3, 3, 0, 2, 3, 2)"
6808,"(4, 2, 0, 3, 4, 3)"
6810,"(4, 0, 3, 2, 3, 2)"
6813,"(0, 2, 3, 0, 3, 0)"
6815,"(3, 1, 2, 4, 1, 2)"
6820,"(4, 4, 2, 4, 0, 4)"
6828,"(3, 2, 4, 4, 3, 0)"
6829,"(4, 2, 2, 2, 3, 2)"
6836,"(4, 1, 0, 3, 3, 4)"
6837,"(2, 2, 3, 3, 3, 4)"
6838,"(2, 2, 1, 4, 4, 3)"
6841,"(4, 1, 1, 3, 4, 0)"
6843,"(3, 3, 2, 4, 1, 2)"
6844,"(4, 2, 3, 2, 4, 2)"
6846,"(0, 3, 4, 2, 0, 0)"
6847,"(4, 4, 0, 0, 0, 0)"
6848,"(2, 2, 1, 0, 1, 4)"
6850,"(3, 4, 3, 4, 3, 0)"
6853,"(3, 0, 0, 2, 0, 3)"
6858,"(4, 4, 0, 4, 3, 3)"
6859,"(3, 2, 2, 4, 4, 2)"
6863,"(4, 0, 0, 2, 1, 0)"
6869,"(3, 1, 1, 2, 3, 0)"
6872,"(4, 4, 2, 3, 2, 2)"
6874,"(2, 4, 1, 4, 3, 0)"
6875,"(0, 0, 1, 0, 4, 0)"
6877,"(0, 4, 4, 2, 4, 2)"
6880,"(3, 3, 1, 3, 2, 0)"
6882,"(2, 0, 3, 1, 0, 4)"
6884,"(2, 3, 3, 2, 3, 4)"
6885,"(4, 3, 1, 0, 4, 2)"
6886,"(0, 3, 0, 0, 2, 2)"
6897,"(4, 2, 4, 3, 3, 2)"
6900,"(2, 2, 2, 1, 0, 4)"
6903,"(4, 1, 2, 4, 4, 0)"
6904,"(3, 1, 0, 4, 2, 2)"
6908,"(3, 2, 1, 2, 1, 2)"
6909,"(4, 4, 1, 4, 2, 2)"
6913,"(4, 2, 0, 2, 4, 2)"
6919,"(2, 0, 3, 0, 2, 2)"
6921,"(4, 2, 0, 2, 0, 4)"
6924,"(2, 1, 2, 2, 3, 0)"
6926,"(3, 2, 2, 0, 4, 0)"
6929,"(2, 3, 2, 0, 0, 4)"
6930,"(3, 2, 2, 0, 3, 4)"
6931,"(2, 3, 4, 3, 3, 4)"
6932,"(2, 4, 4, 1, 2, 0)"
6933,"(2, 3, 0, 4, 2, 2)"
6936,"(2, 3, 0, 2, 3, 4)"
6939,"(2, 0, 3, 3, 2, 3)"
6942,"(2, 3, 1, 3, 0, 3)"
6943,"(4, 4, 0, 3, 3, 2)"
6945,"(4, 0, 1, 1, 2, 2)"
6950,"(3, 2, 3, 4, 1, 0)"
6951,"(2, 3, 1, 2, 4, 4)"
6958,"(2, 4, 1, 4, 2, 3)"
6960,"(4, 4, 0, 2, 0, 0)"
6962,"(3, 0, 0, 4, 0, 3)"
6963,"(3, 0, 2, 0, 4, 3)"
6965,"(4, 0, 1, 4, 2, 3)"
6968,"(2, 1, 4, 4, 2, 4)"
6971,"(2, 3, 2, 4, 2, 4)"
6972,"(1, 0, 4, 1, 1, 2)"
6974,"(4, 0, 3, 3, 0, 2)"
6976,"(4, 1, 1, 0, 2, 2)"
6978,"(4, 3, 3, 4, 3, 2)"
6979,"(2, 1, 1, 4, 2, 4)"
6981,"(3, 1, 1, 4, 3, 0)"
6982,"(0, 0, 0, 0, 1, 0)"
6987,"(4, 0, 2, 2, 1, 2)"
6988,"(2, 3, 3, 4, 3, 4)"
6989,"(3, 3, 0, 3, 2, 4)"
6990,"(2, 2, 3, 4, 4, 2)"
6993,"(2, 4, 2, 1, 2, 2)"
6995,"(4, 2, 2, 3, 0, 2)"
7001,"(4, 2, 2, 2, 4, 3)"
7004,"(3, 4, 0, 3, 4, 0)"
7005,"(0, 0, 4, 2, 2, 3)"
7008,"(2, 2, 3, 3, 1, 0)"
7009,"(3, 3, 2, 1, 4, 4)"
7010,"(2, 3, 4, 2, 2, 3)"
7011,"(4, 0, 4, 0, 4, 2)"
7012,"(2, 1, 3, 2, 2, 3)"
7014,"(0, 1, 0, 0, 2, 3)"
7015,"(0, 0, 2, 2, 0, 0)"
7017,"(2, 1, 3, 4, 3, 3)"
7019,"(4, 4, 1, 3, 2, 3)"
7023,"(4, 0, 4, 4, 0, 2)"
7025,"(2, 0, 3, 2, 2, 2)"
7031,"(4, 0, 4, 3, 4, 3)"
7036,"(2, 3, 3, 3, 0, 4)"
7037,"(4, 3, 0, 4, 3, 2)"
7039,"(0, 1, 0, 3, 2, 4)"
7041,"(3, 3, 4, 0, 1, 2)"
7045,"(4, 0, 0, 2, 4, 3)"
7046,"(2, 2, 2, 0, 2, 4)"
7047,"(4, 3, 3, 0, 3, 0)"
7051,"(4, 0, 1, 3, 1, 2)"
7055,"(3, 0, 0, 3, 0, 2)"
7056,"(3, 4, 4, 1, 3, 2)"
7061,"(2, 0, 0, 1, 4, 4)"
7062,"(4, 1, 4, 3, 0, 2)"
7063,"(2, 1, 4, 3, 2, 3)"
7064,"(3, 3, 4, 3, 1, 3)"
7066,"(3, 1, 0, 4, 3, 3)"
7070,"(3, 0, 4, 1, 2, 4)"
7071,"(2, 0, 2, 0, 2, 3)"
7073,"(2, 3, 4, 4, 4, 2)"
7082,"(3, 0, 2, 3, 3, 0)"
7086,"(2, 3, 0, 3, 4, 2)"
7087,"(2, 3, 4, 4, 0, 4)"
7089,"(0, 3, 4, 2, 4, 2)"
7090,"(3, 4, 0, 3, 3, 3)"
7094,"(3, 2, 4, 3, 4, 0)"
7096,"(2, 3, 4, 3, 1, 0)"
7101,"(2, 3, 0, 3, 0, 4)"
7102,"(3, 0, 3, 0, 3, 2)"
7104,"(4, 0, 2, 4, 1, 2)"
7106,"(2, 3, 0, 2, 1, 0)"
7107,"(2, 4, 3, 4, 2, 2)"
7108,"(0, 2, 0, 2, 3, 2)"
7112,"(2, 3, 1, 3, 1, 4)"
7113,"(3, 0, 4, 0, 4, 2)"
7114,"(2, 1, 3, 3, 3, 2)"
7120,"(4, 0, 4, 2, 3, 2)"
7121,"(3, 0, 1, 0, 4, 4)"
7123,"(2, 0, 1, 0, 3, 2)"
7125,"(4, 0, 0, 4, 2, 4)"
7131,"(4, 0, 0, 3, 3, 0)"
7133,"(3, 4, 4, 4, 1, 4)"
7134,"(2, 3, 3, 2, 0, 3)"
7137,"(3, 4, 2, 1, 4, 2)"
7139,"(2, 1, 1, 3, 4, 4)"
7140,"(2, 2, 0, 0, 3, 2)"
7142,"(3, 3, 0, 0, 3, 4)"
7143,"(3, 2, 3, 4, 4, 3)"
7144,"(0, 0, 1, 3, 0, 0)"
7148,"(2, 3, 4, 0, 4, 0)"
7152,"(2, 0, 0, 0, 3, 3)"
7153,"(4, 4, 0, 2, 3, 3)"
7158,"(3, 4, 2, 0, 0, 4)"
7161,"(3, 3, 4, 2, 1, 2)"
7162,"(3, 3, 0, 3, 0, 0)"
7164,"(4, 2, 2, 0, 3, 4)"
7166,"(0, 2, 1, 0, 1, 4)"
7167,"(4, 3, 3, 2, 3, 0)"
7169,"(2, 3, 1, 0, 4, 4)"
7170,"(0, 0, 3, 1, 3, 0)"
7171,"(3, 3, 3, 4, 3, 4)"
7175,"(0, 1, 0, 1, 3, 1)"
7176,"(3, 3, 1, 1, 2, 0)"
7180,"(3, 4, 4, 3, 3, 2)"
7181,"(2, 0, 2, 1, 3, 2)"
7182,"(4, 2, 3, 0, 4, 4)"
7183,"(0, 2, 2, 0, 2, 4)"
7184,"(3, 4, 3, 2, 3, 2)"
7186,"(3, 3, 2, 2, 2, 4)"
7191,"(3, 2, 1, 1, 4, 4)"
7195,"(3, 0, 0, 1, 4, 4)"
7201,"(4, 1, 0, 3, 4, 3)"
7204,"(4, 2, 2, 2, 0, 3)"
7209,"(2, 2, 1, 0, 2, 3)"
7211,"(3, 4, 2, 4, 2, 4)"
7213,"(2, 3, 1, 2, 1, 3)"
7214,"(4, 3, 4, 3, 2, 0)"
7217,"(2, 2, 1, 4, 1, 4)"
7219,"(2, 2, 0, 3, 1, 4)"
7224,"(3, 0, 4, 3, 3, 2)"
7226,"(4, 1, 3, 0, 1, 4)"
7227,"(4, 0, 0, 3, 2, 3)"
7236,"(4, 2, 4, 1, 4, 4)"
7240,"(2, 1, 1, 2, 4, 3)"
7245,"(3, 2, 3, 3, 4, 2)"
7249,"(4, 2, 0, 0, 4, 4)"
7251,"(3, 0, 1, 2, 4, 4)"
7257,"(3, 4, 2, 3, 3, 2)"
7268,"(2, 1, 2, 0, 3, 2)"
7269,"(4, 0, 4, 1, 4, 3)"
7270,"(4, 0, 2, 1, 2, 2)"
7271,"(4, 1, 0, 2, 2, 3)"
7273,"(0, 0, 4, 0, 4, 2)"
7274,"(3, 3, 0, 2, 3, 4)"
7279,"(3, 4, 2, 2, 0, 0)"
7282,"(0, 0, 3, 3, 3, 3)"
7284,"(4, 1, 4, 4, 3, 2)"
7291,"(3, 0, 3, 0, 4, 3)"
7292,"(2, 1, 2, 3, 3, 3)"
7293,"(3, 3, 1, 4, 0, 4)"
7294,"(4, 4, 1, 1, 4, 2)"
7295,"(3, 2, 0, 3, 2, 0)"
7296,"(3, 2, 1, 0, 4, 3)"
7297,"(4, 2, 0, 2, 1, 3)"
7298,"(4, 0, 2, 4, 2, 3)"
7299,"(3, 2, 4, 4, 3, 2)"
7301,"(4, 2, 2, 2, 3, 4)"
7304,"(2, 4, 4, 2, 2, 3)"
7305,"(2, 1, 3, 4, 0, 2)"
7306,"(3, 2, 3, 2, 1, 2)"
7307,"(4, 2, 3, 3, 0, 3)"
7308,"(4, 3, 2, 3, 3, 0)"
7311,"(2, 2, 4, 3, 0, 3)"
7312,"(4, 1, 1, 3, 4, 2)"
7314,"(3, 3, 2, 4, 1, 4)"
7315,"(4, 2, 3, 2, 4, 4)"
7317,"(3, 0, 1, 0, 2, 0)"
7320,"(4, 4, 2, 0, 2, 3)"
7323,"(3, 4, 3, 4, 3, 2)"
7325,"(3, 2, 2, 4, 4, 4)"
7326,"(3, 1, 4, 2, 1, 3)"
7327,"(4, 0, 0, 2, 1, 2)"
7329,"(4, 4, 3, 0, 3, 3)"
7337,"(4, 2, 4, 0, 3, 3)"
7338,"(3, 1, 1, 2, 3, 2)"
7339,"(4, 4, 2, 3, 2, 4)"
7340,"(2, 4, 1, 4, 3, 2)"
7341,"(0, 0, 1, 0, 4, 2)"
7346,"(3, 3, 1, 3, 2, 2)"
7347,"(4, 4, 2, 2, 3, 0)"
7348,"(4, 0, 3, 0, 2, 0)"
7349,"(4, 3, 1, 0, 4, 4)"
7351,"(3, 0, 1, 1, 3, 3)"
7352,"(0, 3, 0, 0, 2, 4)"
7353,"(0, 2, 0, 0, 3, 2)"
7359,"(4, 3, 3, 3, 0, 0)"
7361,"(3, 3, 4, 2, 2, 3)"
7364,"(4, 2, 4, 3, 3, 4)"
7365,"(2, 3, 2, 4, 3, 3)"
7368,"(0, 2, 3, 3, 1, 4)"
7370,"(2, 1, 1, 4, 3, 3)"
7371,"(4, 3, 2, 2, 1, 0)"
7372,"(4, 1, 2, 4, 4, 2)"
7373,"(2, 4, 0, 4, 3, 3)"
7374,"(3, 1, 0, 4, 2, 4)"
